condition,model,scope,state,target_family,comparisons,family_pairs,unrelated_pairs,family_vs_unrelated_auc_lower,family_vs_unrelated_auc_upper,missing_exact_p_A,all_count,all_C_count,all_C_frequency,all_mean_p_A_lower,all_mean_p_A_upper,all_mean_p_C_lower,all_mean_p_C_upper,family_count,family_C_count,family_C_frequency,family_mean_p_A_lower,family_mean_p_A_upper,family_mean_p_C_lower,family_mean_p_C_upper,unrelated_count,unrelated_C_count,unrelated_C_frequency,unrelated_mean_p_A_lower,unrelated_mean_p_A_upper,unrelated_mean_p_C_lower,unrelated_mean_p_C_upper,own_count,own_C_count,own_C_frequency,own_mean_p_A_lower,own_mean_p_A_upper,own_mean_p_C_lower,own_mean_p_C_upper
baseline,qwen3.5:4b,all_crops,all,round_pin,132,36,96,1.0,1.0,0,132,79,0.5984848484848485,0.37561767423571535,0.37561767423571535,0.43478310721904,0.43478310721904,36,0,0.0,0.7574976247154788,0.7574976247154788,0.19230005371923664,0.19230005371923664,96,79,0.8229166666666666,0.23241269280580398,0.23241269280580398,0.5257142522814663,0.5257142522814663,12,0,0.0,0.7501456284633014,0.7501456284633014,0.19974675453990762,0.19974675453990762
baseline,qwen3.5:4b,all_crops,all,Waterproof_Male,44,4,40,0.925,0.925,0,44,25,0.5681818181818182,0.33354500943666365,0.33354500943666365,0.4804808251868884,0.4804808251868884,4,0,0.0,0.7699761392748281,0.7699761392748281,0.11274549995994812,0.11274549995994812,40,25,0.625,0.28990189645284714,0.28990189645284714,0.5172543577095825,0.5172543577095825,4,0,0.0,0.7699761392748281,0.7699761392748281,0.11274549995994812,0.11274549995994812
baseline,qwen3.5:4b,all_crops,all,USB_Male,44,4,40,1.0,1.0,0,44,39,0.8863636363636364,0.18872230877046273,0.18872230877046273,0.6787334578394041,0.6787334578394041,4,0,0.0,0.8999407572865529,0.8999407572865529,0.04248777909735555,0.04248777909735555,40,39,0.975,0.1176004639188537,0.1176004639188537,0.7423580257136088,0.7423580257136088,4,0,0.0,0.8999407572865529,0.8999407572865529,0.04248777909735555,0.04248777909735555
baseline,qwen3.5:4b,all_crops,all,DSUB_Male,44,4,40,0.9875,0.9875,0,44,33,0.75,0.2804294910673619,0.2804294910673619,0.5567604766854571,0.5567604766854571,4,0,0.0,0.8031818910990696,0.8031818910990696,0.09967818179516003,0.09967818179516003,40,33,0.825,0.2281542510641911,0.2281542510641911,0.6024687061744867,0.6024687061744867,4,0,0.0,0.8031818910990696,0.8031818910990696,0.09967818179516003,0.09967818179516003
baseline,qwen3.5:4b,autonomous_depth_only,original,gear,33,9,24,0.9814814814814815,0.9814814814814815,0,33,20,0.6060606060606061,0.3052672739184818,0.3052672739184818,0.5345876099693729,0.5345876099693729,9,0,0.0,0.714610382137955,0.714610382137955,0.16363999747626734,0.16363999747626734,24,20,0.8333333333333334,0.1517636083361793,0.1517636083361793,0.6736929646542879,0.6736929646542879,3,0,0.0,0.7456275788383828,0.7456275788383828,0.13827045692291076,0.13827045692291076
baseline,qwen3.5:4b,autonomous_depth_only,original,hex_nut,22,4,18,0.9861111111111112,0.9861111111111112,0,22,20,0.9090909090909091,0.1691164796520629,0.1691164796520629,0.6655375005073748,0.6655375005073748,4,2,0.5,0.4406448311923014,0.4406448311923014,0.4952234779976039,0.4952234779976039,18,18,1.0,0.10877684597645432,0.10877684597645432,0.7033850610651018,0.7033850610651018,2,1,0.5,0.4473241966045919,0.4473241966045919,0.4835215250155992,0.4835215250155992
baseline,qwen3.5:4b,autonomous_depth_only,original,round_pin,33,9,24,1.0,1.0,0,33,20,0.6060606060606061,0.40086980418262275,0.40086980418262275,0.4237599800369877,0.4237599800369877,9,0,0.0,0.7975725079284616,0.7975725079284616,0.15466956740018445,0.15466956740018445,24,20,0.8333333333333334,0.25210629027793313,0.25210629027793313,0.5246688847757889,0.5246688847757889,3,0,0.0,0.7678406055154671,0.7678406055154671,0.18187327053303595,0.18187327053303595
baseline,qwen3.5:4b,autonomous_depth_only,original,Waterproof_Male,11,1,10,1.0,1.0,0,11,8,0.7272727272727273,0.3259642330348468,0.3259642330348468,0.5206496962885382,0.5206496962885382,1,0,0.0,0.8100212196257536,0.8100212196257536,0.09020523807363821,0.09020523807363821,10,8,0.8,0.27755853437575606,0.27755853437575606,0.5636941421100283,0.5636941421100283,1,0,0.0,0.8100212196257536,0.8100212196257536,0.09020523807363821,0.09020523807363821
baseline,qwen3.5:4b,autonomous_depth_only,original,USB_Male,11,1,10,1.0,1.0,0,11,9,0.8181818181818182,0.1994028304441171,0.1994028304441171,0.6818487420038671,0.6818487420038671,1,0,0.0,0.8700935810351655,0.8700935810351655,0.0582566275596112,0.0582566275596112,10,9,0.9,0.13233375538501224,0.13233375538501224,0.7442079534482927,0.7442079534482927,1,0,0.0,0.8700935810351655,0.8700935810351655,0.0582566275596112,0.0582566275596112
baseline,qwen3.5:4b,autonomous_depth_only,original,DSUB_Male,11,1,10,1.0,1.0,0,11,8,0.7272727272727273,0.2797036422741938,0.2797036422741938,0.5749144653976929,0.5749144653976929,1,0,0.0,0.7939588468329908,0.7939588468329908,0.11812202114783044,0.11812202114783044,10,8,0.8,0.22827812181831408,0.22827812181831408,0.620593709822679,0.620593709822679,1,0,0.0,0.7939588468329908,0.7939588468329908,0.11812202114783044,0.11812202114783044
baseline,qwen3.5:4b,autonomous_depth_only,state_101,gear,30,9,21,1.0,1.0,0,30,18,0.6,0.36819886053343936,0.36819886053343936,0.5154901713629575,0.5154901713629575,9,0,0.0,0.7954994367891368,0.7954994367891368,0.10214365593672303,0.10214365593672303,21,18,0.8571428571428571,0.18507004213814038,0.18507004213814038,0.6926386779742009,0.6926386779742009,3,0,0.0,0.7968679052934569,0.7968679052934569,0.10452019827623267,0.10452019827623267
baseline,qwen3.5:4b,autonomous_depth_only,state_101,hex_nut,20,4,16,1.0,1.0,0,20,16,0.8,0.1921141325989925,0.1921141325989925,0.60339626189954,0.60339626189954,4,1,0.25,0.5597760214824332,0.5597760214824332,0.3645086237752545,0.3645086237752545,16,15,0.9375,0.10019866037813226,0.10019866037813226,0.6631181714306114,0.6631181714306114,2,0,0.0,0.6117956095713275,0.6117956095713275,0.3075552212986564,0.3075552212986564
baseline,qwen3.5:4b,autonomous_depth_only,state_101,round_pin,30,9,21,1.0,1.0,0,30,21,0.7,0.3699732869599666,0.3699732869599666,0.4649646076514129,0.4649646076514129,9,0,0.0,0.6860773804744817,0.6860773804744817,0.26209408327616895,0.26209408327616895,21,21,1.0,0.23450010402517446,0.23450010402517446,0.5519091180979463,0.5519091180979463,3,0,0.0,0.7152392256417159,0.7152392256417159,0.23516061733364535,0.23516061733364535
baseline,qwen3.5:4b,autonomous_depth_only,state_101,Waterproof_Male,10,1,9,1.0,1.0,0,10,6,0.6,0.28162001580501383,0.28162001580501383,0.5017197406535094,0.5017197406535094,1,0,0.0,0.7830064248338079,0.7830064248338079,0.09481695211170849,0.09481695211170849,9,6,0.6666666666666666,0.2259104148018145,0.2259104148018145,0.5469311616025984,0.5469311616025984,1,0,0.0,0.7830064248338079,0.7830064248338079,0.09481695211170849,0.09481695211170849
baseline,qwen3.5:4b,autonomous_depth_only,state_101,DSUB_Male,10,1,9,1.0,1.0,0,10,7,0.7,0.2158620001151977,0.2158620001151977,0.5818812405415783,0.5818812405415783,1,0,0.0,0.7251843899942628,0.7251843899942628,0.1330154018907818,0.1330154018907818,9,7,0.7777777777777778,0.15927062346196824,0.15927062346196824,0.6317552226138891,0.6317552226138891,1,0,0.0,0.7251843899942628,0.7251843899942628,0.1330154018907818,0.1330154018907818
baseline,qwen3.5:4b,autonomous_depth_only,state_202,gear,33,9,24,0.9953703703703703,0.9953703703703703,0,33,18,0.5454545454545454,0.33472680291287826,0.33472680291287826,0.4649888934927455,0.4649888934927455,9,0,0.0,0.731919274909052,0.731919274909052,0.12942449366938236,0.12942449366938236,24,18,0.75,0.1857796259143131,0.1857796259143131,0.5908255434265067,0.5908255434265067,3,0,0.0,0.7478140407271606,0.7478140407271606,0.13137064651244287,0.13137064651244287
baseline,qwen3.5:4b,autonomous_depth_only,state_202,hex_nut,22,4,18,1.0,1.0,0,22,17,0.7727272727272727,0.21015246995501677,0.21015246995501677,0.5984730588253142,0.5984730588253142,4,0,0.0,0.6950025849153061,0.6950025849153061,0.2095877745014127,0.2095877745014127,18,17,0.9444444444444444,0.10240799996384141,0.10240799996384141,0.6848920108972923,0.6848920108972923,2,0,0.0,0.662664496371989,0.662664496371989,0.23788088038500474,0.23788088038500474
baseline,qwen3.5:4b,autonomous_depth_only,state_202,round_pin,33,9,24,1.0,1.0,0,33,20,0.6060606060606061,0.3626348965844024,0.3626348965844024,0.4373791220688373,0.4373791220688373,9,0,0.0,0.7778801810164071,0.7778801810164071,0.17494535537970637,0.17494535537970637,24,20,0.8333333333333334,0.20691791492240075,0.20691791492240075,0.5357917845772614,0.5357917845772614,3,0,0.0,0.7700049495928877,0.7700049495928877,0.18333751219816893,0.18333751219816893
baseline,qwen3.5:4b,autonomous_depth_only,state_202,Waterproof_Male,11,1,10,0.9,0.9,0,11,6,0.5454545454545454,0.33678898862542755,0.33678898862542755,0.46607902897490106,0.46607902897490106,1,0,0.0,0.6959017021453745,0.6959017021453745,0.17577639814350243,0.17577639814350243,10,6,0.6,0.3008777172734329,0.3008777172734329,0.49510929205804094,0.49510929205804094,1,0,0.0,0.6959017021453745,0.6959017021453745,0.17577639814350243,0.17577639814350243
baseline,qwen3.5:4b,autonomous_depth_only,state_202,USB_Male,11,1,10,1.0,1.0,0,11,10,0.9090909090909091,0.18156151037298363,0.18156151037298363,0.6802693001210819,0.6802693001210819,1,0,0.0,0.889730987512076,0.889730987512076,0.04887341036356972,0.04887341036356972,10,10,1.0,0.11074456265907437,0.11074456265907437,0.7434088890968331,0.7434088890968331,1,0,0.0,0.889730987512076,0.889730987512076,0.04887341036356972,0.04887341036356972
baseline,qwen3.5:4b,autonomous_depth_only,state_202,DSUB_Male,11,1,10,1.0,1.0,0,11,9,0.8181818181818182,0.27448767397635887,0.27448767397635887,0.5688407946051477,0.5688407946051477,1,0,0.0,0.829964582890229,0.829964582890229,0.07849254364379638,0.07849254364379638,10,9,0.9,0.21893998308497187,0.21893998308497187,0.6178756197012828,0.6178756197012828,1,0,0.0,0.829964582890229,0.829964582890229,0.07849254364379638,0.07849254364379638
baseline,qwen3.5:4b,autonomous_depth_only,state_303,gear,30,9,21,1.0,1.0,0,30,17,0.5666666666666667,0.33443717075114365,0.33443717075114365,0.5202626225751287,0.5202626225751287,9,0,0.0,0.7310640690514268,0.7310640690514268,0.14851489687160294,0.14851489687160294,21,17,0.8095238095238095,0.1644542143367366,0.1644542143367366,0.6795830764480683,0.6795830764480683,3,0,0.0,0.7261678592416182,0.7261678592416182,0.1511558598039037,0.1511558598039037
baseline,qwen3.5:4b,autonomous_depth_only,state_303,hex_nut,20,4,16,1.0,1.0,0,20,17,0.85,0.15565919306340437,0.15565919306340437,0.6318819774388262,0.6318819774388262,4,3,0.75,0.41960123523338866,0.41960123523338866,0.48485171841025565,0.48485171841025565,16,14,0.875,0.08967368252090827,0.08967368252090827,0.6686395421959689,0.6686395421959689,2,2,1.0,0.38283029467880636,0.38283029467880636,0.5347761355130942,0.5347761355130942
